,TgtCndMovDirectStatusFlg,TgtCndGndVelLong,TgtCndGndVelLat,TgtCndAbsHdAng,TgtCndConf,InitEnableFlg
1166,Default,(-) -0.5mps up,(+-) 1.38mps up,(dy/dx) 40deg up,INVALID,VALID
1167,Default,(-) -0.5mps up,(+-) 1.38mps up,(dy/dx) 40deg up,INVALID,INVALID
1168,Default,(-) -0.5mps up,(+-) 1.38mps up,(dy/dx) 50deg down,VALID,VALID
1169,Default,(-) -0.5mps up,(+-) 1.38mps up,(dy/dx) 50deg down,VALID,INVALID
1170,Default,(-) -0.5mps up,(+-) 1.38mps up,(dy/dx) 50deg down,INVALID,VALID
1171,Default,(-) -0.5mps up,(+-) 1.38mps up,(dy/dx) 50deg down,INVALID,INVALID
1172,Default,(-) -0.5mps up,(+-) 1.38mps up,(dy/dx) 50deg up,VALID,VALID
1173,Default,(-) -0.5mps up,(+-) 1.38mps up,(dy/dx) 50deg up,VALID,INVALID
1174,Default,(-) -0.5mps up,(+-) 1.38mps up,(dy/dx) 50deg up,INVALID,VALID
1175,Default,(-) -0.5mps up,(+-) 1.38mps up,(dy/dx) 50deg up,INVALID,INVALID
1176,Default,(-) -0.5mps up,(+-) 1.38mps down,0,VALID,VALID
1177,Default,(-) -0.5mps up,(+-) 1.38mps down,0,VALID,INVALID
1178,Default,(-) -0.5mps up,(+-) 1.38mps down,0,INVALID,VALID
1179,Default,(-) -0.5mps up,(+-) 1.38mps down,0,INVALID,INVALID
1180,Default,(-) -0.5mps up,(+-) 1.38mps down,(dx),VALID,VALID
1181,Default,(-) -0.5mps up,(+-) 1.38mps down,(dx),VALID,INVALID
1182,Default,(-) -0.5mps up,(+-) 1.38mps down,(dx),INVALID,VALID
1183,Default,(-) -0.5mps up,(+-) 1.38mps down,(dx),INVALID,INVALID
1184,Default,(-) -0.5mps up,(+-) 1.38mps down,(dy),VALID,VALID
1185,Default,(-) -0.5mps up,(+-) 1.38mps down,(dy),VALID,INVALID
1186,Default,(-) -0.5mps up,(+-) 1.38mps down,(dy),INVALID,VALID
1187,Default,(-) -0.5mps up,(+-) 1.38mps down,(dy),INVALID,INVALID
1188,Default,(-) -0.5mps up,(+-) 1.38mps down,(dy/dx) 40deg down,VALID,VALID
1189,Default,(-) -0.5mps up,(+-) 1.38mps down,(dy/dx) 40deg down,VALID,INVALID
1190,Default,(-) -0.5mps up,(+-) 1.38mps down,(dy/dx) 40deg down,INVALID,VALID
1191,Default,(-) -0.5mps up,(+-) 1.38mps down,(dy/dx) 40deg down,INVALID,INVALID
1192,Default,(-) -0.5mps up,(+-) 1.38mps down,(dy/dx) 40deg up,VALID,VALID
1193,Default,(-) -0.5mps up,(+-) 1.38mps down,(dy/dx) 40deg up,VALID,INVALID
1194,Default,(-) -0.5mps up,(+-) 1.38mps down,(dy/dx) 40deg up,INVALID,VALID
1195,Default,(-) -0.5mps up,(+-) 1.38mps down,(dy/dx) 40deg up,INVALID,INVALID
1196,Default,(-) -0.5mps up,(+-) 1.38mps down,(dy/dx) 50deg down,VALID,VALID
1197,Default,(-) -0.5mps up,(+-) 1.38mps down,(dy/dx) 50deg down,VALID,INVALID
1198,Default,(-) -0.5mps up,(+-) 1.38mps down,(dy/dx) 50deg down,INVALID,VALID
1199,Default,(-) -0.5mps up,(+-) 1.38mps down,(dy/dx) 50deg down,INVALID,INVALID
1200,Default,(-) -0.5mps up,(+-) 1.38mps down,(dy/dx) 50deg up,VALID,VALID
1201,Default,(-) -0.5mps up,(+-) 1.38mps down,(dy/dx) 50deg up,VALID,INVALID
1202,Default,(-) -0.5mps up,(+-) 1.38mps down,(dy/dx) 50deg up,INVALID,VALID
1203,Default,(-) -0.5mps up,(+-) 1.38mps down,(dy/dx) 50deg up,INVALID,INVALID
1204,Default,(-) -0.5mps up,(+-) 0.1mps up,0,VALID,VALID
1205,Default,(-) -0.5mps up,(+-) 0.1mps up,0,VALID,INVALID
1206,Default,(-) -0.5mps up,(+-) 0.1mps up,0,INVALID,VALID
1207,Default,(-) -0.5mps up,(+-) 0.1mps up,0,INVALID,INVALID
1208,Default,(-) -0.5mps up,(+-) 0.1mps up,(dx),VALID,VALID
1209,Default,(-) -0.5mps up,(+-) 0.1mps up,(dx),VALID,INVALID
1210,Default,(-) -0.5mps up,(+-) 0.1mps up,(dx),INVALID,VALID
1211,Default,(-) -0.5mps up,(+-) 0.1mps up,(dx),INVALID,INVALID
1212,Default,(-) -0.5mps up,(+-) 0.1mps up,(dy),VALID,VALID
1213,Default,(-) -0.5mps up,(+-) 0.1mps up,(dy),VALID,INVALID
1214,Default,(-) -0.5mps up,(+-) 0.1mps up,(dy),INVALID,VALID
1215,Default,(-) -0.5mps up,(+-) 0.1mps up,(dy),INVALID,INVALID
1216,Default,(-) -0.5mps up,(+-) 0.1mps up,(dy/dx) 40deg down,VALID,VALID
1217,Default,(-) -0.5mps up,(+-) 0.1mps up,(dy/dx) 40deg down,VALID,INVALID
1218,Default,(-) -0.5mps up,(+-) 0.1mps up,(dy/dx) 40deg down,INVALID,VALID
1219,Default,(-) -0.5mps up,(+-) 0.1mps up,(dy/dx) 40deg down,INVALID,INVALID
1220,Default,(-) -0.5mps up,(+-) 0.1mps up,(dy/dx) 40deg up,VALID,VALID
1221,Default,(-) -0.5mps up,(+-) 0.1mps up,(dy/dx) 40deg up,VALID,INVALID
1222,Default,(-) -0.5mps up,(+-) 0.1mps up,(dy/dx) 40deg up,INVALID,VALID
1223,Default,(-) -0.5mps up,(+-) 0.1mps up,(dy/dx) 40deg up,INVALID,INVALID
1224,Default,(-) -0.5mps up,(+-) 0.1mps up,(dy/dx) 50deg down,VALID,VALID
1225,Default,(-) -0.5mps up,(+-) 0.1mps up,(dy/dx) 50deg down,VALID,INVALID
1226,Default,(-) -0.5mps up,(+-) 0.1mps up,(dy/dx) 50deg down,INVALID,VALID
1227,Default,(-) -0.5mps up,(+-) 0.1mps up,(dy/dx) 50deg down,INVALID,INVALID
1228,Default,(-) -0.5mps up,(+-) 0.1mps up,(dy/dx) 50deg up,VALID,VALID
1229,Default,(-) -0.5mps up,(+-) 0.1mps up,(dy/dx) 50deg up,VALID,INVALID
1230,Default,(-) -0.5mps up,(+-) 0.1mps up,(dy/dx) 50deg up,INVALID,VALID
1231,Default,(-) -0.5mps up,(+-) 0.1mps up,(dy/dx) 50deg up,INVALID,INVALID
1232,Default,(-) -0.5mps up,(+-) 0.1mps down,0,VALID,VALID
1233,Default,(-) -0.5mps up,(+-) 0.1mps down,0,VALID,INVALID
1234,Default,(-) -0.5mps up,(+-) 0.1mps down,0,INVALID,VALID
1235,Default,(-) -0.5mps up,(+-) 0.1mps down,0,INVALID,INVALID
1236,Default,(-) -0.5mps up,(+-) 0.1mps down,(dx),VALID,VALID
1237,Default,(-) -0.5mps up,(+-) 0.1mps down,(dx),VALID,INVALID
1238,Default,(-) -0.5mps up,(+-) 0.1mps down,(dx),INVALID,VALID
1239,Default,(-) -0.5mps up,(+-) 0.1mps down,(dx),INVALID,INVALID
1240,Default,(-) -0.5mps up,(+-) 0.1mps down,(dy),VALID,VALID
1241,Default,(-) -0.5mps up,(+-) 0.1mps down,(dy),VALID,INVALID
1242,Default,(-) -0.5mps up,(+-) 0.1mps down,(dy),INVALID,VALID
1243,Default,(-) -0.5mps up,(+-) 0.1mps down,(dy),INVALID,INVALID
1244,Default,(-) -0.5mps up,(+-) 0.1mps down,(dy/dx) 40deg down,VALID,VALID
1245,Default,(-) -0.5mps up,(+-) 0.1mps down,(dy/dx) 40deg down,VALID,INVALID
1246,Default,(-) -0.5mps up,(+-) 0.1mps down,(dy/dx) 40deg down,INVALID,VALID
1247,Default,(-) -0.5mps up,(+-) 0.1mps down,(dy/dx) 40deg down,INVALID,INVALID
1248,Default,(-) -0.5mps up,(+-) 0.1mps down,(dy/dx) 40deg up,VALID,VALID
1249,Default,(-) -0.5mps up,(+-) 0.1mps down,(dy/dx) 40deg up,VALID,INVALID
1250,Default,(-) -0.5mps up,(+-) 0.1mps down,(dy/dx) 40deg up,INVALID,VALID
1251,Default,(-) -0.5mps up,(+-) 0.1mps down,(dy/dx) 40deg up,INVALID,INVALID
1252,Default,(-) -0.5mps up,(+-) 0.1mps down,(dy/dx) 50deg down,VALID,VALID
1253,Default,(-) -0.5mps up,(+-) 0.1mps down,(dy/dx) 50deg down,VALID,INVALID
1254,Default,(-) -0.5mps up,(+-) 0.1mps down,(dy/dx) 50deg down,INVALID,VALID
1255,Default,(-) -0.5mps up,(+-) 0.1mps down,(dy/dx) 50deg down,INVALID,INVALID
1256,Default,(-) -0.5mps up,(+-) 0.1mps down,(dy/dx) 50deg up,VALID,VALID
1257,Default,(-) -0.5mps up,(+-) 0.1mps down,(dy/dx) 50deg up,VALID,INVALID
1258,Default,(-) -0.5mps up,(+-) 0.1mps down,(dy/dx) 50deg up,INVALID,VALID
1259,Default,(-) -0.5mps up,(+-) 0.1mps down,(dy/dx) 50deg up,INVALID,INVALID
1260,Crossing,Stop,Stop,0,VALID,VALID
1261,Crossing,Stop,Stop,0,VALID,INVALID
1262,Crossing,Stop,Stop,0,INVALID,VALID
1263,Crossing,Stop,Stop,0,INVALID,INVALID
1264,Crossing,Stop,Stop,(dx),VALID,VALID
1265,Crossing,Stop,Stop,(dx),VALID,INVALID
1266,Crossing,Stop,Stop,(dx),INVALID,VALID
1267,Crossing,Stop,Stop,(dx),INVALID,INVALID
1268,Crossing,Stop,Stop,(dy),VALID,VALID
1269,Crossing,Stop,Stop,(dy),VALID,INVALID
1270,Crossing,Stop,Stop,(dy),INVALID,VALID
1271,Crossing,Stop,Stop,(dy),INVALID,INVALID
1272,Crossing,Stop,Stop,(dy/dx) 40deg down,VALID,VALID
1273,Crossing,Stop,Stop,(dy/dx) 40deg down,VALID,INVALID
1274,Crossing,Stop,Stop,(dy/dx) 40deg down,INVALID,VALID
1275,Crossing,Stop,Stop,(dy/dx) 40deg down,INVALID,INVALID
1276,Crossing,Stop,Stop,(dy/dx) 40deg up,VALID,VALID
1277,Crossing,Stop,Stop,(dy/dx) 40deg up,VALID,INVALID
1278,Crossing,Stop,Stop,(dy/dx) 40deg up,INVALID,VALID
1279,Crossing,Stop,Stop,(dy/dx) 40deg up,INVALID,INVALID
1280,Crossing,Stop,Stop,(dy/dx) 50deg down,VALID,VALID
1281,Crossing,Stop,Stop,(dy/dx) 50deg down,VALID,INVALID
1282,Crossing,Stop,Stop,(dy/dx) 50deg down,INVALID,VALID
1283,Crossing,Stop,Stop,(dy/dx) 50deg down,INVALID,INVALID
1284,Crossing,Stop,Stop,(dy/dx) 50deg up,VALID,VALID
1285,Crossing,Stop,Stop,(dy/dx) 50deg up,VALID,INVALID
1286,Crossing,Stop,Stop,(dy/dx) 50deg up,INVALID,VALID
1287,Crossing,Stop,Stop,(dy/dx) 50deg up,INVALID,INVALID
1288,Crossing,Stop,(+-) 1.38mps up,0,VALID,VALID
1289,Crossing,Stop,(+-) 1.38mps up,0,VALID,INVALID
1290,Crossing,Stop,(+-) 1.38mps up,0,INVALID,VALID
1291,Crossing,Stop,(+-) 1.38mps up,0,INVALID,INVALID
1292,Crossing,Stop,(+-) 1.38mps up,(dx),VALID,VALID
1293,Crossing,Stop,(+-) 1.38mps up,(dx),VALID,INVALID
1294,Crossing,Stop,(+-) 1.38mps up,(dx),INVALID,VALID
1295,Crossing,Stop,(+-) 1.38mps up,(dx),INVALID,INVALID
1296,Crossing,Stop,(+-) 1.38mps up,(dy),VALID,VALID
1297,Crossing,Stop,(+-) 1.38mps up,(dy),VALID,INVALID
1298,Crossing,Stop,(+-) 1.38mps up,(dy),INVALID,VALID
1299,Crossing,Stop,(+-) 1.38mps up,(dy),INVALID,INVALID
1300,Crossing,Stop,(+-) 1.38mps up,(dy/dx) 40deg down,VALID,VALID
1301,Crossing,Stop,(+-) 1.38mps up,(dy/dx) 40deg down,VALID,INVALID
1302,Crossing,Stop,(+-) 1.38mps up,(dy/dx) 40deg down,INVALID,VALID
1303,Crossing,Stop,(+-) 1.38mps up,(dy/dx) 40deg down,INVALID,INVALID
1304,Crossing,Stop,(+-) 1.38mps up,(dy/dx) 40deg up,VALID,VALID
1305,Crossing,Stop,(+-) 1.38mps up,(dy/dx) 40deg up,VALID,INVALID
1306,Crossing,Stop,(+-) 1.38mps up,(dy/dx) 40deg up,INVALID,VALID
1307,Crossing,Stop,(+-) 1.38mps up,(dy/dx) 40deg up,INVALID,INVALID
1308,Crossing,Stop,(+-) 1.38mps up,(dy/dx) 50deg down,VALID,VALID
1309,Crossing,Stop,(+-) 1.38mps up,(dy/dx) 50deg down,VALID,INVALID
1310,Crossing,Stop,(+-) 1.38mps up,(dy/dx) 50deg down,INVALID,VALID
1311,Crossing,Stop,(+-) 1.38mps up,(dy/dx) 50deg down,INVALID,INVALID
1312,Crossing,Stop,(+-) 1.38mps up,(dy/dx) 50deg up,VALID,VALID
1313,Crossing,Stop,(+-) 1.38mps up,(dy/dx) 50deg up,VALID,INVALID
1314,Crossing,Stop,(+-) 1.38mps up,(dy/dx) 50deg up,INVALID,VALID
1315,Crossing,Stop,(+-) 1.38mps up,(dy/dx) 50deg up,INVALID,INVALID
1316,Crossing,Stop,(+-) 1.38mps down,0,VALID,VALID
1317,Crossing,Stop,(+-) 1.38mps down,0,VALID,INVALID
1318,Crossing,Stop,(+-) 1.38mps down,0,INVALID,VALID
1319,Crossing,Stop,(+-) 1.38mps down,0,INVALID,INVALID
1320,Crossing,Stop,(+-) 1.38mps down,(dx),VALID,VALID
1321,Crossing,Stop,(+-) 1.38mps down,(dx),VALID,INVALID
1322,Crossing,Stop,(+-) 1.38mps down,(dx),INVALID,VALID
1323,Crossing,Stop,(+-) 1.38mps down,(dx),INVALID,INVALID
1324,Crossing,Stop,(+-) 1.38mps down,(dy),VALID,VALID
1325,Crossing,Stop,(+-) 1.38mps down,(dy),VALID,INVALID
1326,Crossing,Stop,(+-) 1.38mps down,(dy),INVALID,VALID
1327,Crossing,Stop,(+-) 1.38mps down,(dy),INVALID,INVALID
1328,Crossing,Stop,(+-) 1.38mps down,(dy/dx) 40deg down,VALID,VALID
1329,Crossing,Stop,(+-) 1.38mps down,(dy/dx) 40deg down,VALID,INVALID
1330,Crossing,Stop,(+-) 1.38mps down,(dy/dx) 40deg down,INVALID,VALID
1331,Crossing,Stop,(+-) 1.38mps down,(dy/dx) 40deg down,INVALID,INVALID
1332,Crossing,Stop,(+-) 1.38mps down,(dy/dx) 40deg up,VALID,VALID
1333,Crossing,Stop,(+-) 1.38mps down,(dy/dx) 40deg up,VALID,INVALID
1334,Crossing,Stop,(+-) 1.38mps down,(dy/dx) 40deg up,INVALID,VALID
1335,Crossing,Stop,(+-) 1.38mps down,(dy/dx) 40deg up,INVALID,INVALID
1336,Crossing,Stop,(+-) 1.38mps down,(dy/dx) 50deg down,VALID,VALID
1337,Crossing,Stop,(+-) 1.38mps down,(dy/dx) 50deg down,VALID,INVALID
1338,Crossing,Stop,(+-) 1.38mps down,(dy/dx) 50deg down,INVALID,VALID
1339,Crossing,Stop,(+-) 1.38mps down,(dy/dx) 50deg down,INVALID,INVALID
1340,Crossing,Stop,(+-) 1.38mps down,(dy/dx) 50deg up,VALID,VALID
1341,Crossing,Stop,(+-) 1.38mps down,(dy/dx) 50deg up,VALID,INVALID
1342,Crossing,Stop,(+-) 1.38mps down,(dy/dx) 50deg up,INVALID,VALID
1343,Crossing,Stop,(+-) 1.38mps down,(dy/dx) 50deg up,INVALID,INVALID
1344,Crossing,Stop,(+-) 0.1mps up,0,VALID,VALID
1345,Crossing,Stop,(+-) 0.1mps up,0,VALID,INVALID
1346,Crossing,Stop,(+-) 0.1mps up,0,INVALID,VALID
1347,Crossing,Stop,(+-) 0.1mps up,0,INVALID,INVALID
1348,Crossing,Stop,(+-) 0.1mps up,(dx),VALID,VALID
1349,Crossing,Stop,(+-) 0.1mps up,(dx),VALID,INVALID
1350,Crossing,Stop,(+-) 0.1mps up,(dx),INVALID,VALID
1351,Crossing,Stop,(+-) 0.1mps up,(dx),INVALID,INVALID
1352,Crossing,Stop,(+-) 0.1mps up,(dy),VALID,VALID
1353,Crossing,Stop,(+-) 0.1mps up,(dy),VALID,INVALID
1354,Crossing,Stop,(+-) 0.1mps up,(dy),INVALID,VALID
1355,Crossing,Stop,(+-) 0.1mps up,(dy),INVALID,INVALID
1356,Crossing,Stop,(+-) 0.1mps up,(dy/dx) 40deg down,VALID,VALID
1357,Crossing,Stop,(+-) 0.1mps up,(dy/dx) 40deg down,VALID,INVALID
1358,Crossing,Stop,(+-) 0.1mps up,(dy/dx) 40deg down,INVALID,VALID
1359,Crossing,Stop,(+-) 0.1mps up,(dy/dx) 40deg down,INVALID,INVALID
1360,Crossing,Stop,(+-) 0.1mps up,(dy/dx) 40deg up,VALID,VALID
1361,Crossing,Stop,(+-) 0.1mps up,(dy/dx) 40deg up,VALID,INVALID
1362,Crossing,Stop,(+-) 0.1mps up,(dy/dx) 40deg up,INVALID,VALID
1363,Crossing,Stop,(+-) 0.1mps up,(dy/dx) 40deg up,INVALID,INVALID
1364,Crossing,Stop,(+-) 0.1mps up,(dy/dx) 50deg down,VALID,VALID
1365,Crossing,Stop,(+-) 0.1mps up,(dy/dx) 50deg down,VALID,INVALID
1366,Crossing,Stop,(+-) 0.1mps up,(dy/dx) 50deg down,INVALID,VALID
1367,Crossing,Stop,(+-) 0.1mps up,(dy/dx) 50deg down,INVALID,INVALID
1368,Crossing,Stop,(+-) 0.1mps up,(dy/dx) 50deg up,VALID,VALID
1369,Crossing,Stop,(+-) 0.1mps up,(dy/dx) 50deg up,VALID,INVALID
1370,Crossing,Stop,(+-) 0.1mps up,(dy/dx) 50deg up,INVALID,VALID
1371,Crossing,Stop,(+-) 0.1mps up,(dy/dx) 50deg up,INVALID,INVALID
1372,Crossing,Stop,(+-) 0.1mps down,0,VALID,VALID
1373,Crossing,Stop,(+-) 0.1mps down,0,VALID,INVALID
1374,Crossing,Stop,(+-) 0.1mps down,0,INVALID,VALID
1375,Crossing,Stop,(+-) 0.1mps down,0,INVALID,INVALID
1376,Crossing,Stop,(+-) 0.1mps down,(dx),VALID,VALID
1377,Crossing,Stop,(+-) 0.1mps down,(dx),VALID,INVALID
1378,Crossing,Stop,(+-) 0.1mps down,(dx),INVALID,VALID
1379,Crossing,Stop,(+-) 0.1mps down,(dx),INVALID,INVALID
1380,Crossing,Stop,(+-) 0.1mps down,(dy),VALID,VALID
1381,Crossing,Stop,(+-) 0.1mps down,(dy),VALID,INVALID
1382,Crossing,Stop,(+-) 0.1mps down,(dy),INVALID,VALID
1383,Crossing,Stop,(+-) 0.1mps down,(dy),INVALID,INVALID
1384,Crossing,Stop,(+-) 0.1mps down,(dy/dx) 40deg down,VALID,VALID
1385,Crossing,Stop,(+-) 0.1mps down,(dy/dx) 40deg down,VALID,INVALID
1386,Crossing,Stop,(+-) 0.1mps down,(dy/dx) 40deg down,INVALID,VALID
1387,Crossing,Stop,(+-) 0.1mps down,(dy/dx) 40deg down,INVALID,INVALID
1388,Crossing,Stop,(+-) 0.1mps down,(dy/dx) 40deg up,VALID,VALID
1389,Crossing,Stop,(+-) 0.1mps down,(dy/dx) 40deg up,VALID,INVALID
1390,Crossing,Stop,(+-) 0.1mps down,(dy/dx) 40deg up,INVALID,VALID
1391,Crossing,Stop,(+-) 0.1mps down,(dy/dx) 40deg up,INVALID,INVALID
1392,Crossing,Stop,(+-) 0.1mps down,(dy/dx) 50deg down,VALID,VALID
1393,Crossing,Stop,(+-) 0.1mps down,(dy/dx) 50deg down,VALID,INVALID
1394,Crossing,Stop,(+-) 0.1mps down,(dy/dx) 50deg down,INVALID,VALID
1395,Crossing,Stop,(+-) 0.1mps down,(dy/dx) 50deg down,INVALID,INVALID
1396,Crossing,Stop,(+-) 0.1mps down,(dy/dx) 50deg up,VALID,VALID
1397,Crossing,Stop,(+-) 0.1mps down,(dy/dx) 50deg up,VALID,INVALID
1398,Crossing,Stop,(+-) 0.1mps down,(dy/dx) 50deg up,INVALID,VALID
1399,Crossing,Stop,(+-) 0.1mps down,(dy/dx) 50deg up,INVALID,INVALID
1400,Crossing,(+) 1.38mps up,Stop,0,VALID,VALID
1401,Crossing,(+) 1.38mps up,Stop,0,VALID,INVALID
1402,Crossing,(+) 1.38mps up,Stop,0,INVALID,VALID
1403,Crossing,(+) 1.38mps up,Stop,0,INVALID,INVALID
1404,Crossing,(+) 1.38mps up,Stop,(dx),VALID,VALID
1405,Crossing,(+) 1.38mps up,Stop,(dx),VALID,INVALID
1406,Crossing,(+) 1.38mps up,Stop,(dx),INVALID,VALID
1407,Crossing,(+) 1.38mps up,Stop,(dx),INVALID,INVALID
1408,Crossing,(+) 1.38mps up,Stop,(dy),VALID,VALID
1409,Crossing,(+) 1.38mps up,Stop,(dy),VALID,INVALID
1410,Crossing,(+) 1.38mps up,Stop,(dy),INVALID,VALID
1411,Crossing,(+) 1.38mps up,Stop,(dy),INVALID,INVALID
1412,Crossing,(+) 1.38mps up,Stop,(dy/dx) 40deg down,VALID,VALID
1413,Crossing,(+) 1.38mps up,Stop,(dy/dx) 40deg down,VALID,INVALID
1414,Crossing,(+) 1.38mps up,Stop,(dy/dx) 40deg down,INVALID,VALID
1415,Crossing,(+) 1.38mps up,Stop,(dy/dx) 40deg down,INVALID,INVALID
1416,Crossing,(+) 1.38mps up,Stop,(dy/dx) 40deg up,VALID,VALID
1417,Crossing,(+) 1.38mps up,Stop,(dy/dx) 40deg up,VALID,INVALID
1418,Crossing,(+) 1.38mps up,Stop,(dy/dx) 40deg up,INVALID,VALID
1419,Crossing,(+) 1.38mps up,Stop,(dy/dx) 40deg up,INVALID,INVALID
1420,Crossing,(+) 1.38mps up,Stop,(dy/dx) 50deg down,VALID,VALID
1421,Crossing,(+) 1.38mps up,Stop,(dy/dx) 50deg down,VALID,INVALID
1422,Crossing,(+) 1.38mps up,Stop,(dy/dx) 50deg down,INVALID,VALID
1423,Crossing,(+) 1.38mps up,Stop,(dy/dx) 50deg down,INVALID,INVALID
1424,Crossing,(+) 1.38mps up,Stop,(dy/dx) 50deg up,VALID,VALID
1425,Crossing,(+) 1.38mps up,Stop,(dy/dx) 50deg up,VALID,INVALID
1426,Crossing,(+) 1.38mps up,Stop,(dy/dx) 50deg up,INVALID,VALID
1427,Crossing,(+) 1.38mps up,Stop,(dy/dx) 50deg up,INVALID,INVALID
1428,Crossing,(+) 1.38mps up,(+-) 1.38mps up,0,VALID,VALID
1429,Crossing,(+) 1.38mps up,(+-) 1.38mps up,0,VALID,INVALID
1430,Crossing,(+) 1.38mps up,(+-) 1.38mps up,0,INVALID,VALID
1431,Crossing,(+) 1.38mps up,(+-) 1.38mps up,0,INVALID,INVALID
1432,Crossing,(+) 1.38mps up,(+-) 1.38mps up,(dx),VALID,VALID
1433,Crossing,(+) 1.38mps up,(+-) 1.38mps up,(dx),VALID,INVALID
1434,Crossing,(+) 1.38mps up,(+-) 1.38mps up,(dx),INVALID,VALID
1435,Crossing,(+) 1.38mps up,(+-) 1.38mps up,(dx),INVALID,INVALID
1436,Crossing,(+) 1.38mps up,(+-) 1.38mps up,(dy),VALID,VALID
1437,Crossing,(+) 1.38mps up,(+-) 1.38mps up,(dy),VALID,INVALID
1438,Crossing,(+) 1.38mps up,(+-) 1.38mps up,(dy),INVALID,VALID
1439,Crossing,(+) 1.38mps up,(+-) 1.38mps up,(dy),INVALID,INVALID
1440,Crossing,(+) 1.38mps up,(+-) 1.38mps up,(dy/dx) 40deg down,VALID,VALID
1441,Crossing,(+) 1.38mps up,(+-) 1.38mps up,(dy/dx) 40deg down,VALID,INVALID
1442,Crossing,(+) 1.38mps up,(+-) 1.38mps up,(dy/dx) 40deg down,INVALID,VALID
1443,Crossing,(+) 1.38mps up,(+-) 1.38mps up,(dy/dx) 40deg down,INVALID,INVALID
1444,Crossing,(+) 1.38mps up,(+-) 1.38mps up,(dy/dx) 40deg up,VALID,VALID
1445,Crossing,(+) 1.38mps up,(+-) 1.38mps up,(dy/dx) 40deg up,VALID,INVALID
1446,Crossing,(+) 1.38mps up,(+-) 1.38mps up,(dy/dx) 40deg up,INVALID,VALID
1447,Crossing,(+) 1.38mps up,(+-) 1.38mps up,(dy/dx) 40deg up,INVALID,INVALID
1448,Crossing,(+) 1.38mps up,(+-) 1.38mps up,(dy/dx) 50deg down,VALID,VALID
1449,Crossing,(+) 1.38mps up,(+-) 1.38mps up,(dy/dx) 50deg down,VALID,INVALID
1450,Crossing,(+) 1.38mps up,(+-) 1.38mps up,(dy/dx) 50deg down,INVALID,VALID
1451,Crossing,(+) 1.38mps up,(+-) 1.38mps up,(dy/dx) 50deg down,INVALID,INVALID
1452,Crossing,(+) 1.38mps up,(+-) 1.38mps up,(dy/dx) 50deg up,VALID,VALID
1453,Crossing,(+) 1.38mps up,(+-) 1.38mps up,(dy/dx) 50deg up,VALID,INVALID
1454,Crossing,(+) 1.38mps up,(+-) 1.38mps up,(dy/dx) 50deg up,INVALID,VALID
1455,Crossing,(+) 1.38mps up,(+-) 1.38mps up,(dy/dx) 50deg up,INVALID,INVALID
1456,Crossing,(+) 1.38mps up,(+-) 1.38mps down,0,VALID,VALID
1457,Crossing,(+) 1.38mps up,(+-) 1.38mps down,0,VALID,INVALID
1458,Crossing,(+) 1.38mps up,(+-) 1.38mps down,0,INVALID,VALID
1459,Crossing,(+) 1.38mps up,(+-) 1.38mps down,0,INVALID,INVALID
1460,Crossing,(+) 1.38mps up,(+-) 1.38mps down,(dx),VALID,VALID
1461,Crossing,(+) 1.38mps up,(+-) 1.38mps down,(dx),VALID,INVALID
1462,Crossing,(+) 1.38mps up,(+-) 1.38mps down,(dx),INVALID,VALID
1463,Crossing,(+) 1.38mps up,(+-) 1.38mps down,(dx),INVALID,INVALID
1464,Crossing,(+) 1.38mps up,(+-) 1.38mps down,(dy),VALID,VALID
1465,Crossing,(+) 1.38mps up,(+-) 1.38mps down,(dy),VALID,INVALID
1466,Crossing,(+) 1.38mps up,(+-) 1.38mps down,(dy),INVALID,VALID
1467,Crossing,(+) 1.38mps up,(+-) 1.38mps down,(dy),INVALID,INVALID
1468,Crossing,(+) 1.38mps up,(+-) 1.38mps down,(dy/dx) 40deg down,VALID,VALID
1469,Crossing,(+) 1.38mps up,(+-) 1.38mps down,(dy/dx) 40deg down,VALID,INVALID
1470,Crossing,(+) 1.38mps up,(+-) 1.38mps down,(dy/dx) 40deg down,INVALID,VALID
1471,Crossing,(+) 1.38mps up,(+-) 1.38mps down,(dy/dx) 40deg down,INVALID,INVALID
1472,Crossing,(+) 1.38mps up,(+-) 1.38mps down,(dy/dx) 40deg up,VALID,VALID
1473,Crossing,(+) 1.38mps up,(+-) 1.38mps down,(dy/dx) 40deg up,VALID,INVALID
1474,Crossing,(+) 1.38mps up,(+-) 1.38mps down,(dy/dx) 40deg up,INVALID,VALID
1475,Crossing,(+) 1.38mps up,(+-) 1.38mps down,(dy/dx) 40deg up,INVALID,INVALID
1476,Crossing,(+) 1.38mps up,(+-) 1.38mps down,(dy/dx) 50deg down,VALID,VALID
1477,Crossing,(+) 1.38mps up,(+-) 1.38mps down,(dy/dx) 50deg down,VALID,INVALID
1478,Crossing,(+) 1.38mps up,(+-) 1.38mps down,(dy/dx) 50deg down,INVALID,VALID
1479,Crossing,(+) 1.38mps up,(+-) 1.38mps down,(dy/dx) 50deg down,INVALID,INVALID
1480,Crossing,(+) 1.38mps up,(+-) 1.38mps down,(dy/dx) 50deg up,VALID,VALID
1481,Crossing,(+) 1.38mps up,(+-) 1.38mps down,(dy/dx) 50deg up,VALID,INVALID
1482,Crossing,(+) 1.38mps up,(+-) 1.38mps down,(dy/dx) 50deg up,INVALID,VALID
